T=1.5, Entropy = 1159.8722003950534, Converged=False, Max dm = 0.5327979314802569, damping=0.4, BP density N/V=1.4325803088767026, chemical potential=0
T=1.6, Entropy = 937.7341076522646, Converged=False, Max dm = 0.3127105286806645, damping=0.4, BP density N/V=1.1327602836158563, chemical potential=0
T=1.7000000000000002, Entropy = 892.3011460150456, Converged=True, Max dm = 9.73111253854686e-07, damping=0.4, BP density N/V=1.0870672551397846, chemical potential=0
T=1.8000000000000003, Entropy = 855.7898293844092, Converged=True, Max dm = 9.410422339151125e-07, damping=0.4, BP density N/V=1.0548184911880054, chemical potential=0
T=1.9000000000000004, Entropy = 825.1231722542947, Converged=True, Max dm = 9.986690256980069e-07, damping=0.4, BP density N/V=1.026146626069792, chemical potential=0
T=2.0000000000000004, Entropy = 799.0819745196372, Converged=True, Max dm = 8.971984660766097e-07, damping=0.4, BP density N/V=1.000600384546643, chemical potential=0
T=2.1000000000000005, Entropy = 776.7473834065742, Converged=True, Max dm = 8.619519336616754e-07, damping=0.4, BP density N/V=0.9777771072366858, chemical potential=0
T=2.2000000000000006, Entropy = 757.4178247500024, Converged=True, Max dm = 9.749346532861303e-07, damping=0.4, BP density N/V=0.9573234941568665, chemical potential=0
T=2.3000000000000007, Entropy = 740.5509620374321, Converged=True, Max dm = 9.076416533915221e-07, damping=0.4, BP density N/V=0.9389329008440118, chemical potential=0
T=2.400000000000001, Entropy = 725.7226276413443, Converged=True, Max dm = 9.551532162976883e-07, damping=0.4, BP density N/V=0.9223409506050366, chemical potential=0
T=2.500000000000001, Entropy = 712.5974044180608, Converged=True, Max dm = 8.295285929826868e-07, damping=0.4, BP density N/V=0.9073205539526948, chemical potential=0
T=2.600000000000001, Entropy = 700.9072998972142, Converged=True, Max dm = 9.862633944535126e-07, damping=0.4, BP density N/V=0.893676959742676, chemical potential=0
T=2.700000000000001, Entropy = 690.4361073444852, Converged=True, Max dm = 9.379957801591843e-07, damping=0.4, BP density N/V=0.8812431613417578, chemical potential=0
T=2.800000000000001, Entropy = 681.0078087588001, Converged=True, Max dm = 9.930515705858234e-07, damping=0.4, BP density N/V=0.8698757979903313, chemical potential=0
T=2.9000000000000012, Entropy = 672.4778826546454, Converged=True, Max dm = 9.970129007941253e-07, damping=0.4, BP density N/V=0.8594515865513176, chemical potential=0
T=3.0000000000000013, Entropy = 664.7267219789009, Converged=True, Max dm = 9.988860671938937e-07, damping=0.4, BP density N/V=0.8498642629667893, chemical potential=0
T=3.1000000000000014, Entropy = 657.6546009411012, Converged=True, Max dm = 8.825812342072581e-07, damping=0.4, BP density N/V=0.8410219862961859, chemical potential=0
T=3.2000000000000015, Entropy = 651.1777902586673, Converged=True, Max dm = 9.7733571058356e-07, damping=0.4, BP density N/V=0.8328451486187645, chemical potential=0
T=3.3000000000000016, Entropy = 645.2255321258766, Converged=True, Max dm = 8.204172315950942e-07, damping=0.4, BP density N/V=0.8252645336184166, chemical potential=0
T=3.4000000000000017, Entropy = 639.7376647581166, Converged=True, Max dm = 8.00742237905272e-07, damping=0.4, BP density N/V=0.8182197707320294, chemical potential=0
T=3.5000000000000018, Entropy = 634.662742087245, Converged=True, Max dm = 9.554972586478527e-07, damping=0.4, BP density N/V=0.8116580377087632, chemical potential=0
T=3.600000000000002, Entropy = 629.9565340946291, Converged=True, Max dm = 9.717444282575372e-07, damping=0.4, BP density N/V=0.8055329708701165, chemical potential=0
T=3.700000000000002, Entropy = 625.5808221156368, Converged=True, Max dm = 8.915172456935849e-07, damping=0.4, BP density N/V=0.7998037485210715, chemical potential=0
T=3.800000000000002, Entropy = 621.5024244928456, Converged=True, Max dm = 9.266605364155467e-07, damping=0.4, BP density N/V=0.7944343185270613, chemical potential=0
T=3.900000000000002, Entropy = 617.6924034307848, Converged=True, Max dm = 9.579260856484861e-07, damping=0.4, BP density N/V=0.78939274590427, chemical potential=0
T=4.000000000000002, Entropy = 614.1254153892529, Converged=True, Max dm = 7.756388234747558e-07, damping=0.4, BP density N/V=0.7846506603920551, chemical potential=0
T=4.100000000000002, Entropy = 610.7791759370457, Converged=True, Max dm = 8.391800771778701e-07, damping=0.4, BP density N/V=0.7801827874311043, chemical potential=0
T=4.200000000000003, Entropy = 607.6340164577347, Converged=True, Max dm = 7.782565098202188e-07, damping=0.4, BP density N/V=0.77596654884275, chemical potential=0
T=4.3000000000000025, Entropy = 604.6725150102619, Converged=True, Max dm = 9.547562118406017e-07, damping=0.4, BP density N/V=0.7719817218832788, chemical potential=0
T=4.400000000000002, Entropy = 601.8791874019669, Converged=True, Max dm = 9.942038333432546e-07, damping=0.4, BP density N/V=0.768210147300563, chemical potential=0
T=4.500000000000003, Entropy = 599.2402274213991, Converged=True, Max dm = 9.076679506614393e-07, damping=0.4, BP density N/V=0.7646354786304868, chemical potential=0
T=4.600000000000003, Entropy = 596.7432874184743, Converged=True, Max dm = 8.256240243698088e-07, damping=0.4, BP density N/V=0.7612429662912327, chemical potential=0
T=4.700000000000003, Entropy = 594.3772921632096, Converged=True, Max dm = 8.483903161660145e-07, damping=0.4, BP density N/V=0.7580192711198158, chemical potential=0
T=4.8000000000000025, Entropy = 592.1322802858095, Converged=True, Max dm = 9.456611913538637e-07, damping=0.4, BP density N/V=0.7549523028866268, chemical potential=0
T=4.900000000000003, Entropy = 589.9992686797341, Converged=True, Max dm = 8.825983169036267e-07, damping=0.4, BP density N/V=0.7520310800605892, chemical potential=0
T=5.0000000000000036, Entropy = 587.9701361063152, Converged=True, Max dm = 7.741909580638584e-07, damping=0.4, BP density N/V=0.7492456077018008, chemical potential=0
